ventas(miles €),ESPAÑA,CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
AJOS,152353.25,23030.254,4481.964300000001,4236.540900000001,13946.489699999998,4669.6751,28688.784,18765.661,5641.552000000001,4639.110000000001,7923.121899999998,9521.186,5225.8443,1685.90863,8924.8108,1249.04832,3019.0844,6704.219800000001
COLES,76038.49599999998,14414.772,2268.4635700000003,2584.39882,5692.213299999999,1666.3933499999998,7539.633599999999,10357.7453,2215.15403,1296.03418,5095.342299999999,11461.7676,1718.22466,652.00643,4080.127459999999,273.72456,1396.03518,3326.458
PEPINOS,139016.13199999998,26295.579,4984.396299999999,3008.7825,19376.809,6451.5195,23181.9333,19015.9841,8883.202800000001,2736.9274,5901.803400000001,3511.1428,1350.5903299999998,1496.49341,4946.686099999999,617.7425249999999,1562.50302,5694.039199999999
JUDIAS VERDES,244782.72,58451.647,12416.3068,6273.840800000001,23978.675,8184.032600000001,26300.027,29937.25,7975.7943,6104.2549,11110.1993,16495.6365,2942.9636,3069.869,19620.518000000004,1321.01654,5556.412300000001,5044.269499999999
PIMIENTOS,462679.86,77361.16699999999,14398.182599999998,13528.9742,46768.81,13128.0708,72267.06999999999,59364.48599999999,17909.012,9264.613,29262.441000000003,33581.88,10859.9648,5239.449299999999,29992.428,2033.2642,7081.2829,20638.788000000004
CHAMPIÑONES+O.SETAS,272005.42,51475.826,9885.9171,11220.835100000002,33946.292,9112.7183,40370.62699999999,34287.549,10891.615999999998,5640.714599999999,10990.5722,12146.3116,4471.4225,2345.793,17947.3867,2247.2723,3956.987,11067.593699999998
LECHUGA/ESC./ENDIVIA,512500.05,105672.353,22521.932,14528.9786,54392.691000000006,17483.562,81943.91,56713.65,15838.7683,11349.9603,26126.307,31030.505,9573.0168,4944.907,29074.104,3761.4586,10388.6726,17155.302
ESPARRAGOS,83472.131,15620.1285,4238.567500000001,1615.6672500000002,9745.7913,2710.27711,13242.313999999998,15485.9211,3938.2641,1408.42499,2397.8357,2474.4314,1003.86961,453.366865,5554.6781,761.9050150000002,2180.63796,640.05457
VERDURAS DE HOJA,156501.37900000002,30860.814,8426.482600000001,4808.2268,19445.928,4901.830999999998,19078.573,21074.282,5720.8515,3183.6835,6300.2775,8029.734100000001,1974.4816900000003,1470.8637600000002,11679.1683,1029.9505299999998,3167.059599999999,5349.148000000001
ACELGA,73771.49799999999,14356.8978,5905.207700000001,1850.08379,9145.2741,3094.1921,7752.031900000001,8913.273000000001,2761.1649,1531.50727,2527.1307999999995,3357.7167999999992,646.14748,539.9332400000001,7675.3953,486.913153,2082.5835,1146.04012
BERENJENAS,121064.171,26785.240000000005,4244.6089,3820.9287,18236.76,6308.0846,21353.267900000003,13630.6703,3845.0963,2734.3302,4236.5232,4023.0739,1655.06445,764.9277500000001,3511.1843,348.15567,1752.0229699999998,3814.222400000001
ZANAHORIAS,153405.3,26300.714,4247.466100000001,4889.950100000001,15367.0644,4435.3143,23347.450000000004,21578.963,5070.5639,2857.5021,8330.4733,8606.744499999999,3225.5021,1829.1452,9177.6119,802.71836,1888.1443,11449.984600000002
CALABACINES,262850.21,43132.827,9363.299400000002,6004.052699999999,25439.104000000003,7841.5251,44045.702,38095.628,9900.0269,6858.755800000002,14365.852,10974.3784,4630.1335,3319.9014999999995,14371.646099999998,1618.3658999999998,4651.8327,18237.197000000004
OTR.HORTALIZAS/VERD.,1053072.84,218723.02900000004,42096.635,31548.3,127992.1,33421.39000000001,148872.611,129305.96,30661.829000000005,18310.4985,42852.549,54289.41,17618.0604,11274.7971,57911.28100000001,6563.875099999999,18532.2452,63098.282
BROCOLI,105700.617,21536.244,4484.1286,2599.7991,10584.0529,3259.9596,15135.8071,12879.315299999998,3701.8073,2027.40836,5328.865600000001,9607.508799999998,2131.80782,1231.1261799999995,6819.7711,440.73282,2071.1113,1861.16793
ALCACHOFAS,118245.84369999998,37168.55088000001,4046.72097,4227.829436,22028.1253,5544.18514,15516.066380000002,10706.222850000002,3356.06181,1421.1307250000004,2783.178711,1956.841365,973.458764,494.560604,4677.566159999999,895.2331400000002,1677.7811299999998,772.332789
APIO,31245.992,7871.3672,849.90146,947.96475,3751.3412,1407.63957,5221.9137,3580.6953000000003,697.21089,396.60813,1116.9706,1168.2243399999998,380.064517,344.76832,1335.7267100000004,194.933067,453.5133770000001,1527.14639
COLIFLOR,50115.402,7523.1295,920.58866,1701.40763,5690.3797,1749.53603,8885.8678,6338.1015,2112.48323,892.90969,3751.2305,2433.6164200000003,1022.45322,530.67443,3044.3892,366.529141,576.2079200000001,2575.8931
VERD./HORT. IV GAMA,578164.87,118561.645,16919.653,16753.7606,69677.86600000001,17406.694,90981.244,83414.94799999999,19606.399,11551.3866,24125.749,19382.995,10880.374,5753.326000000001,28815.126,3839.398200000001,8021.292799999999,32473.049
PUERRO,134448.51399999997,23002.799,3883.6689,3881.889,12311.943600000002,3226.0565999999994,18226.889,20840.559,3840.7910000000006,2397.77766,7378.916399999998,7629.787700000001,3298.1956,2245.4714000000004,12671.7761,1067.52813,2844.27976,5700.1681
T.FRUTAS FRESCAS,7253890.870800001,1275027.0807599998,219411.126783,181416.359944,691964.509355,249569.028009,1087615.6646619998,989155.015189,272933.673535,140948.43531800003,402416.120737,503097.062968,197137.224299,84765.92817099999,434837.219535,46671.79256,122553.91193800002,354370.962284
NARANJAS,774876.6599999999,137806.692,21765.8806,13999.3281,52228.489,32240.036,105189.078,107993.11,32160.4012,18508.2055,51176.83099999999,57791.469,24277.525,12635.665399999998,49257.232,5177.8884,15436.3067,37232.546
NARANJA NAVEL,217524.85000000003,44646.846000000005,6896.513599999998,6548.5361,17872.620400000003,9315.45265,24386.2331,29582.5478,8410.051500000001,4776.499699999999,13207.5968,14921.3509,6146.860300000001,3441.02848,12782.6912,2418.08694,4945.059429999999,7226.877200000001
NARANJA SALUSTIANA,53113.732,3399.2087,992.098022,431.5571809999999,2516.6682100000003,419.694085,8006.3472999999985,13682.9983,3630.0726,1496.51706,3665.8932,4094.0514,1286.79555,1339.73457,4476.0861,323.673705,484.16153,2868.1708
NARANJA VALENCIA LATE,71464.85399999999,14086.7089,2227.19055,861.97242,6340.6659,1840.40629,9629.792,9490.482499999998,5695.241699999999,880.3054469999997,5385.612700000001,5344.323,2300.86139,1652.1222699999998,3104.755809999999,208.629479,899.7983999999999,1515.98806
MANDARINAS,461845.5459999999,93115.9153,16409.52076,9214.14513,34044.9142,10974.048585,63440.56199999999,68584.714,20708.904502,7204.324879999999,25432.6066,31829.8999,10826.56363,5728.88132,30747.803900000003,3874.50983,10066.38533,19641.8536
LIMONES,182545.22,33656.815,4649.001499999999,4308.4621,15042.965,11895.625000000002,27192.750000000004,26197.515999999992,6839.9509,2665.32,11183.783200000002,11227.4722,3824.4713,1555.40584,8439.4284,1376.66099,3251.9082,9237.6848
PLATANOS,950956.4,152140.69400000002,26071.398,25624.005,101438.853,28928.907000000003,142368.86699999997,131403.538,39626.552,16720.7632,52680.567,66097.81,28939.110000000004,11298.5554,54938.36399999999,7101.9287,16393.159999999996,49183.393
MANZANAS,679036.9600000001,113622.049,19695.855700000004,17151.2789,62769.028000000006,21168.4266,94717.055,85461.25400000002,24063.142,13392.8003,39717.028,55417.17,22006.208,10161.018700000002,47586.484,4754.323699999999,13663.556,33690.282
MANZANA GOLDEN,310700.63,52610.108,9339.1207,8103.4034,27001.127000000004,9247.2235,43702.94,41235.196,11705.911300000002,6168.8896,22768.417999999994,22017.847,10158.400700000002,4501.204199999999,20522.1609,2798.1425,4922.368899999999,13898.185399999998
MANZANA PINK LADY,25760.496000000003,4849.5434000000005,514.600159,1139.105097,1609.73927,597.923473,3324.2344000000003,2307.69889,779.036069,297.369456,1191.8192600000002,2093.4458,1024.84429,1294.82615,2229.04311,297.789245,408.922656,1800.55409
MANZANA ROYAL GALA,75402.542,13099.4433,1407.74131,2846.72869,8064.5565,3148.0195000000003,11085.1589,9795.3885,2352.61808,1140.00351,3066.9322499999994,5525.7009,1318.48719,808.96943,3549.58764,266.733132,942.58815,6983.8853
MANZANA STARKING,3399.15828,576.039567,83.083005,129.813191,298.091874,35.495296,904.44999,490.453392,48.997365,47.66159699999999,204.855206,281.79300900000004,18.527601,2.640406,90.701374,10.784939,31.280293,144.49014
MANZANA FUJI,99731.17200000002,21571.9648,4961.5205000000005,1644.47547,13235.364299999996,3907.76843,12828.6471,13424.094,3902.856,1528.0356100000004,3280.01632,4026.0941000000007,2358.07492,1216.0797699999998,4488.0242,428.52777900000007,3285.04714,3644.5699
MANZANA REINETA,32239.930100000005,1865.11987,463.5077599999999,200.046227,1949.71271,321.30181200000004,1688.1446710000002,5347.300560000001,706.322687,773.2919360000001,3962.99548,6743.3802,1342.1486900000002,326.3463719999999,4237.103389999999,362.920039,1613.424165,336.86084100000005
PERAS,379053.79,62458.215,9713.1709,9499.502600000002,38678.127,10768.484,53121.99,54510.616,15210.9408,8738.2518,24943.506,28046.593,10830.5994,3647.5463,22777.3329,2426.07898,4893.7944,18789.06
PERA BLANQUILLA,31361.03,5317.9464,725.0095299999999,734.30077,3103.2787,885.3338699999999,4957.1537,6158.7385,2048.52373,868.474158,1736.4756500000003,1152.12182,551.69106,368.216732,1811.41156,281.534213,215.25137199999995,445.568806
PERA CONFERENCIA,254359.78199999995,43260.393,6943.1101,6274.227499999998,25534.764500000005,6829.7001,35140.082,36378.212,10722.2705,5399.6202,17422.059699999998,17896.6438,7133.275200000001,2517.73655,16126.523700000003,1642.59536,3164.62853,11973.9595
MELOCOTONES,247530.9155,56205.27398,10808.908671,4813.918106,27605.24006,8832.551158999999,32820.61187,32885.30087,10443.24486,4033.869103000001,12868.582579999998,11731.23837,5090.009799,2269.726931,16164.401385999998,2225.98533,4826.9781570000005,3905.08966
NECTARINAS,128349.8014,19423.70638,3828.450415,2952.010608,9529.972499999998,2731.1818000000003,17049.8735,13876.00117,3942.847475,2058.986566,8440.85751,16353.5808,5396.188121999999,1993.313528,10762.594809,1107.857127,2619.011146,6283.376312999999
ALBARICOQUES,74248.74919999999,13830.368580000002,2109.1357580000004,1982.52168,7013.929095,4250.897504,9294.63584,10950.93913,3349.500869,1882.904118,4439.765427,3949.518428,1857.244903,541.955591,5311.331066,394.67027,732.206273,2357.220802
FRESAS/FRESON,363642.8840000001,63081.3879,11273.45007,9180.29902,38053.64229999999,11463.4813,54838.6225,48190.6189,14288.86385,7135.348709999999,19330.7681,26150.792099999995,10937.99823,4643.1661,22696.100800000007,1946.025929,5378.794604,15053.55384
MELON,385690.01000000007,77920.042,13968.521500000004,11308.8411,40729.64400000001,10590.5036,64004.799000000006,54484.78999999999,15481.1805,7324.4028,21633.5235,18781.1465,7858.301100000001,2504.0751700000005,17550.5267,2163.28177,6425.30379,12961.1363
MELON AMARILLO,22290.1609,3737.34845,964.13606,1958.98186,2045.771341,556.952889,3434.51762,2493.74853,464.902704,729.2032600000001,981.823582,1232.58994,556.5192850000001,232.439202,1189.353124,180.587297,383.183812,1148.101699
MELON GALIA,10781.821699999997,2158.655401,401.5637,582.693231,960.787113,315.076626,1856.808284,1244.0469799999998,339.930694,151.13325,588.671797,590.5025159999999,109.46115,19.682017,386.518556,102.584864,132.45664,841.249808
MELON PIEL DE SAPO,303345.73299999995,61063.974,10573.9482,6917.2909,34391.956000000006,8859.390500000001,53047.346000000005,43137.61800000001,12675.3582,6057.046299999999,17569.2175,13854.4871,6303.17228,1915.41426,11954.812,1416.4206370000002,4281.042363,9327.22754
MELON CANTALOUP,6598.114470000001,2099.2565500000005,96.350386,64.656617,335.67431,162.39490999999998,998.7456169999998,713.1381010000001,195.459294,36.990524,277.819926,555.399442,172.02134,41.671995,306.37655900000004,12.38616,89.66597100000001,440.107675
SANDIA,321555.97640000004,54810.04353999999,12123.12987,7246.87336,37821.889050000005,14160.729261000002,60712.59855,45414.85542000001,18240.348229,7566.456007000002,15784.85783,13987.903420000002,4363.863770000001,1519.2388659999997,9200.094348,1854.16588,3829.31704,12919.612173999998
CIRUELAS,130464.6226,23521.9371,2679.4279990000005,3764.16959,16368.3288,3796.03887,19824.1954,14854.75514,4171.888440000001,5020.074371,5560.71182,9848.72651,4092.57606,1342.406238,6645.080250000001,796.451014,1291.147095,6886.726393000001
CEREZAS,220126.8927,40807.12397999999,7608.33834,6205.803129999999,23602.76375,5744.241929999999,32263.935002,28428.506259,6428.56421,3593.881113,9823.02707,16368.031239999998,7451.145205,2561.7625770000004,17389.196176,900.81491,3315.700013,7634.047001999999
UVAS,316131.908,56900.082,10630.456,12542.8363,33830.2249,9552.9396,53625.76700000001,40099.4783,8920.4776,5601.25219,12647.4058,27240.0364,7730.69718,2695.19484,14689.3015,1371.56895,3098.11779,14956.093600000002
KIWI,470943.03,79523.92199999999,13397.381999999998,10784.2419,43832.82800000001,11465.7944,66038.60399999999,63162.27199999999,14422.324100000002,8548.021799999999,28231.376,36299.2,14350.807400000002,7951.1883,38111.704,2810.9924,10072.316,21940.068000000003
AGUACATE,324125.44000000006,53499.219,9608.1183,9601.0317,32230.79600000001,8773.381000000001,52224.399,43978.549000000006,10126.839200000002,4914.3366,15714.652,18867.558,7450.347,3140.7148,15912.978,1919.0546,5384.9507,30778.5176
PIÑA,146196.91499999998,27736.026,3901.0165,3512.79922,13765.6367,5498.608000000001,21868.625,23173.347,5617.9066,2151.25916,8902.6543,9889.6071,3519.6187,1421.90227,7876.9473,961.21939,2778.8328,3620.9122
FRAMBUESAS,19700.822,3444.335200000001,953.64762,734.9800799999999,1501.6220899999998,280.765677,3128.1778,3396.6919000000003,619.7816300000001,392.98821,1207.11359,1297.13127,696.24996,385.8875729999999,1214.07113,120.145773,176.42306200000002,150.807845
ARANDANO,51733.816000000006,8904.517600000001,1209.52757,1307.24308,5499.2677,1253.8803,7085.302599999999,7222.5839,1167.03301,876.2297699999999,3094.5350000000003,6054.758,1390.34582,878.57351,2705.2490000000003,303.67985,577.2841999999999,2203.80217
OTRAS FRUTAS FRESCAS,696569.1499999999,114967.568,19169.9639,17724.2924,63377.238000000005,36733.15239999999,117018.696,95504.854,18889.7962,13887.9771,33903.617000000006,43219.310000000005,16333.9495,7154.21,38780.31800000001,3508.31439,9096.1259,47299.789
POMELO,25958.035,3776.7187,699.234875,625.1777999999999,2496.38097,912.679197,3883.299,2735.2126900000003,267.17247,414.766123,1316.8850700000005,1692.82281,1323.5669,168.75562699999998,2999.9787,119.144629,513.47137,2012.76761
CHIRIMOYA,551.25486,71.806558,10.964589,4.90343,14.621607999999998,14.473211,146.75470099999998,150.49672800000002,0.0,15.550342,66.586824,3.142423,11.723507,0.0,30.468558,0.0,0.0,9.7624
MANGO,119125.611,18740.9284,3687.5387,3918.451,10821.5758,3692.0539,21947.988,19037.4316,3362.5815999999995,1467.12489,5770.3332,5502.3145,3551.42086,887.7284539999999,5683.1371,788.9128700000001,1590.9420699999998,8675.155062
FRUTAS IV GAMA,297135.35,53485.083,8850.9081,5320.656599999999,33099.011,7807.1073,52042.778000000006,38328.317,9166.0413,5272.0226,14174.4228,16407.3523,4702.683400000001,2762.6718,15264.315899999998,2653.9441,5653.013100000001,22145.032
FRUTOS SECOS,1263491.403,235200.02450000003,37382.53849,41159.955085,145720.53639999998,36424.692424,195015.9708,170709.1349,45910.02221,24959.257050000004,60428.686740000005,70632.84610000001,27881.058,12886.995460000002,79015.88739000002,7212.292851,14475.595065,58475.89018
FRUTOS SEC.ALMENDRA,139895.666,26980.1729,8412.196119999999,4230.27646,16528.877600000003,5617.65145,19993.1116,21958.4038,4224.51213,2846.3043200000006,4639.10841,4484.3952500000005,2550.95532,966.609701,7022.99872,365.94590199999993,998.667178,8075.468800000001
ALMENDRA CON CASC.,43447.393,5315.8919000000005,6178.05722,1116.67257,4121.3145,805.1672500000001,5901.305700000001,8856.7772,921.34073,1501.63921,1146.82521,978.03795,702.4611400000001,180.80850100000004,1309.1236199999998,96.62707800000004,334.6328,3980.7043
ALMENDRA SIN CASC.,96448.273,21664.281,2234.1389,3113.6038900000003,12407.5631,4812.484200000001,14091.8059,13101.6266,3303.1714,1344.66511,3492.2832000000003,3506.3573,1848.49418,785.8011999999999,5713.875099999999,269.318824,664.0343779999998,4094.7645
FRUTOS SEC.CACAHUET.,66937.22,10678.369,1760.42297,3047.5206499999995,9128.3839,2004.79317,10927.4166,7495.7336,2462.38704,989.46983,3529.60691,5026.5071,1590.69888,912.78704,3377.3653700000004,343.330609,863.8344359999999,2798.58864
CACAHUETE CON CASC.,27796.227000000003,4490.9702,679.81512,1687.8558599999997,3992.0618,642.05116,4411.852,1753.0344999999998,864.16805,354.44417,1514.4633399999998,2967.0788,676.9780199999999,544.6524300000001,1739.06395,220.174528,300.624246,956.93572
CACAHUETE SIN CASC.,39140.993,6187.398800000001,1080.60785,1359.66479,5136.322100000001,1362.74201,6515.5646,5742.699100000001,1598.2189899999998,635.02566,2015.14357,2059.4283,913.72086,368.13461000000007,1638.30142,123.156081,563.21019,1841.65292
FRUTOS SEC.NUECES,260530.116,48553.7537,6502.38004,8231.227654999999,30404.3282,7456.89957,36634.187300000005,35546.3559,9126.6741,6337.2269400000005,10828.200399999998,17574.4289,5788.4195,1621.48897,20438.804000000004,1389.4534,3492.15682,10604.1172
NUECES CON CASCARA,124604.437,20252.7987,3111.8995399999994,3463.6074550000003,15552.630100000002,3232.6957700000003,12794.0573,16367.5259,5140.1853,3485.01924,7108.916099999999,10527.2574,3899.017,904.19723,14694.672700000005,905.72052,1865.10559,1299.1299
NUECES SIN CASCARA,135925.679,28300.954999999994,3390.4805,4767.6202,14851.698099999998,4224.203799999999,23840.13,19178.83,3986.4888,2852.2077,3719.2843,7047.1715,1889.4025,717.2917399999999,5744.1313,483.73288,1627.0512299999998,9304.9873
AVELLANA,49338.017,13751.9859,808.48396,1878.61962,4104.332,532.813034,3493.5653,5543.405000000001,1862.52734,682.4218099999999,2487.03782,1631.7796499999995,2132.1491,488.199429,8030.1649,283.36794,418.423831,1208.74004
PISTACHO,123650.254,18988.596,2972.9958,3037.2493,14027.906700000003,2813.717,22368.015,18589.33,5412.4028,2241.07365,8481.2615,7121.1176000000005,3254.1750999999995,884.5710799999999,5983.2898000000005,1038.65393,1366.4960099999998,5069.3985
SURTIDO,120473.37,22667.817000000003,3090.5426,2712.6954,15309.723999999997,4309.3891,21834.671,15851.1966,5609.216199999999,2505.2648,5749.230700000001,4808.7286,2089.6943,1198.21444,6103.9966,856.45107,1275.88289,4500.655
OTROS FRUTOS SECOS,502666.76,93579.33,13835.517,18022.366,56216.984,13689.4291,79765.00399999999,65724.71,17212.3026,9357.4957,24714.241,29985.889,10474.9658,6815.1248,28059.268,2935.0899999999992,6060.133900000001,26218.922
CASTAÑAS,2209.1413999999995,478.12301,44.491793,9.872546,554.390583,23.693611,431.242223,343.58973,30.02721,5.9690080000000005,31.517261,32.799361,38.443519,16.687414,87.99845799999999,0.0,0.0,80.295862
T.FRUTA&HORTA.TRANSF,1349484.78615,224831.555531,38181.36507,29877.325466,134966.71758,41319.5971,222823.216242,197438.492022,56025.788254,29376.207257,69911.091878,72976.446992,34545.472688,19650.93005,87808.54130099999,8118.335501,19007.343046,62626.350487
FRUTA&HORTA.CONSERVA,1052595.7861499998,155575.189751,28923.752803,22239.293453,101582.12608000002,34086.975574,177089.439182,155442.993812,46240.31212,23925.214728,58205.516178000005,59610.17101900001,29262.435348000003,16014.597072999995,73920.671935,6677.4057,15637.842613,48161.846313
GUISANTES,25171.046,2829.7555,1082.37787,198.44443400000003,1712.3489999999997,240.37771,2519.6431,5823.238799999999,969.79309,487.06538,2191.6627,1294.4281500000002,1523.14447,504.12121,2385.5485,171.889726,539.6535899999999,697.5507
JUDIAS VERDES,20289.391,1374.0010000000002,543.1531200000001,158.465263,1530.53977,514.75023,3357.3546,5064.9511,2295.7937999999995,865.37653,1750.13657,542.00127,416.06229,289.773955,873.32969,72.145389,158.395644,483.1608250000001
PIMIENTOS,68361.885,7286.9588,2578.7617,996.65155,2887.6318999999994,1281.01774,11930.1738,9970.9009,2158.5279,1371.38822,5020.0085,4633.9616,2594.3222,1405.49302,9208.8198,630.6331600000001,1980.96305,2425.6684000000005
ESPARRAGOS,126290.84,20214.337,5424.708200000001,1733.9950999999996,9272.0727,2961.8731,15914.015,20281.866,4476.564399999999,2705.0325,8755.7943,6464.226900000001,3494.9231,2290.38672,14651.3559,971.01106,2261.5639300000003,4417.1208
ALCACHOFAS,44638.549,6045.581099999999,694.4465100000001,598.8402000000001,3977.045,2442.71486,8656.331300000002,7988.244099999999,2633.3361,1389.73552,3089.6773,581.5289300000001,492.05172,529.864987,3661.87688,139.238732,754.29007,963.74614
CHAMPIÑOSNES+SETAS,46464.367,8007.161,827.70476,1024.64044,2847.9122,1427.33415,9828.9769,5038.3211,1793.5954,1667.3237,3341.1706000000004,4140.6011,1655.90724,668.65311,1675.14409,114.761045,297.271391,2107.8838000000005
MAIZ DULCE,65946.162,9810.3569,1485.6291100000003,1715.2182899999998,8724.757099999999,2124.1844,14315.057,9041.1276,2032.628,895.6564199999998,2197.7295,2876.4947999999995,730.15075,893.9148899999998,2470.0635,363.3812,829.56815,5440.243600000001
MENESTRA,8549.761499999999,793.8759400000001,468.42586,56.71357600000001,757.42432,79.24668399999999,844.9655300000001,1475.1653400000002,522.34385,374.7982400000001,692.2545700000001,263.370189,277.481809,130.425217,1187.63976,26.925654,103.612998,495.09201600000006
TOMATES,350245.9597,53985.43630000001,7872.568533,8108.964009999999,40791.81161,15251.627980000005,64716.08569999999,50419.4937,19115.77197,8624.189513000001,17069.435680000002,15808.31044,8675.426169000002,4674.703874,17615.19904,1587.882211,3719.196206,12209.866576
TOMATE FRITO,262901.05,38447.74800000001,5994.514,5321.5726,26924.256000000005,12476.7303,48637.824,39469.28599999999,14445.120100000002,6684.526199999999,14048.935399999998,12254.3995,6917.9114,4054.5712,14264.109600000002,1376.67945,2944.1667999999995,8638.711800000001
TOMATE NATURAL,87344.90969999999,15537.688299999998,1878.054533,2787.39141,13867.55561,2774.8976800000005,16078.261700000005,10950.2077,4670.651870000001,1939.663313,3020.50028,3553.91094,1757.514769,620.1326740000001,3351.08944,211.20276100000004,775.0294060000001,3571.1547760000003
TOMATE N.ENTERO,13746.368699999995,2285.7326,236.93483300000003,395.27391,1429.40981,973.06071,2145.5001,2048.6857,887.9114700000001,553.716063,468.78538,526.6570399999999,301.763579,184.164874,680.5190400000001,31.745449999999995,194.489506,402.019176
TOMATE N.TRITUR.,73598.54099999998,13251.9557,1641.1197,2392.1175000000003,12438.145799999998,1801.83697,13932.7616,8901.521999999999,3782.7404,1385.94725,2551.7149,3027.2539,1455.75119,435.9678,2670.5704,179.457311,580.5399000000001,3169.1356
OTRA VERD/HORT.CON,60302.285,7092.2628,2786.9756,920.3255,6818.7104,1170.5079,10194.775699999998,9999.5566,2322.782200000001,1009.60706,3010.9977000000003,3104.6322,813.1387400000001,728.9439199999999,4512.2012,1272.03325,1973.05502,2571.7766
FRUTA EN CONSERVA,236335.53995,38135.463411,5159.00154,6727.035089999999,22261.87208,6593.340819999999,34812.060551999995,30340.128572,7919.175410000001,4535.041644999999,11086.648757999998,19900.61544,8589.82686,3898.31617,15679.493575,1327.504273,3020.272564,16349.736856
"MERMELADAS,CONFIT.",115076.368,20956.415,2520.7271,2967.2154,9593.415,2696.3305,12592.4056,17670.22,3826.4287,1848.1259,6205.017699999999,8337.3161,5084.134100000001,1824.5469000000005,9795.9693,571.7349099999999,1779.73579,6806.6271
FRUTA CONS/ALMIBAR,90466.183,11925.008499999998,2057.97243,3051.5623,9262.219,3078.7444,18812.202,9742.2528,3324.9602,2188.7852000000003,3932.9609,6844.8556,2114.64568,1141.61165,3789.073999999999,449.6728920000001,883.42657,7866.2263
FRUTA ESCARCHADA,4863.7819500000005,1149.350211,95.66343,23.196146,375.73878,425.56831,603.4476520000001,275.770172,168.72803,167.93589,156.421408,260.71104,190.7622,44.83474,427.522975,192.4598,159.15895,146.512126
RESTO FRUTA CONSER,25929.207,4104.6897,484.63858,685.061244,3030.4993,392.69761,2804.0053,2651.8856,599.05848,330.194655,792.24875,4457.7327000000005,1200.2848800000002,887.3228799999998,1666.9272999999998,113.63667099999998,197.951254,1530.37133
FRUTA&HORTA.CONGELAD,296889.0,69256.36578,9257.612267,7638.032013000001,33384.5915,7232.621526,45733.77706000001,41995.49821,9785.476134,5450.992529,11705.5757,13366.275973,5283.037340000001,3636.332977,13887.869366000004,1440.9298009999998,3369.500433,14464.504174
VERD./HORT.CONGELAD,281127.16069999995,66395.31658,8669.350487,6992.501223,31688.18314,6843.530865000001,43760.51515,39014.699810000006,9449.503025,5026.24293,10932.44144,12967.135453,5203.40589,3542.776796,13204.922536,1422.085838,3182.626361,12831.916243999998
ESPINACAS,21170.15,4592.7879,680.2777,477.29008,2254.12458,447.231438,4086.0992,2793.6881000000003,860.9902800000001,735.16873,829.27046,819.12672,245.994043,192.97805800000003,1257.1816399999998,57.40531600000001,153.79276,686.74294
GUISANTES,44519.49800000001,12227.9514,1198.11591,1207.22952,2973.6833,1114.57246,6235.732900000002,5220.2491,1216.32444,731.90607,2326.2298,3510.1242,1035.21861,433.686467,2152.85089,276.182945,747.80693,1911.6297500000005
JUDIA VERDE,37628.119000000006,9875.6361,1214.48256,909.42185,3776.4543,830.15391,4480.2121,5484.5408,1549.38696,834.4464,2043.717,1574.60838,763.4314800000001,588.59966,1809.06901,268.39348,463.883095,1161.6825
COLIFLOR,7124.087,1269.4326999999998,179.232081,79.677802,397.99224,127.664982,1114.6643600000002,1262.2009800000003,401.854825,227.407052,569.33181,192.518805,254.818761,99.412283,496.93331,77.39223799999999,58.595308,314.957274
PIMIENTOS,6570.0694,1267.4576799999995,76.42905600000002,150.580485,601.7412999999999,53.794648,1268.64153,1186.62903,303.31957,73.18156799999998,234.30613,133.263868,130.50608200000002,139.59319499999998,320.84403999999995,35.72356,63.898007,530.15993
BROCOLI,14522.3103,2740.2669,469.5263,236.087454,1352.97522,191.669007,2468.06406,3066.3409,512.6834200000001,363.2635699999999,553.45531,530.9877,286.68819399999995,420.122003,404.855016,28.774102,60.67660099999999,835.8729800000001
MENESTRA,26225.122000000003,4550.930899999999,1570.34768,317.307632,2146.6822,726.43592,4274.526000000001,3170.9019000000003,990.38953,716.8012100000001,1457.6716299999998,1158.4025800000002,816.16668,634.58125,2428.13853,107.612597,227.69964,930.52537
OTR.VERD/HOR.CONG.,123367.805,29870.853,3280.9392,3614.9064,18184.53,3352.0085000000004,19832.575,16830.148999999998,3614.554,1344.0683300000003,2918.4593,5048.1032,1670.5820400000002,1033.80388,4335.0501,570.6016000000001,1406.2740199999998,6460.345499999999
FRUTAS CONGELADAS,15761.839299999996,2861.0491999999995,588.26178,645.5307900000001,1696.40836,389.090661,1973.26191,2980.7984,335.9731089999999,424.7495990000001,773.1342600000002,399.14052,79.63145,93.556181,682.94683,18.843963,186.874072,1632.58793
PLATOS PREPARADOS,3453273.286,704755.9325,101238.19841,94263.17866,373930.8294,113139.99592,621318.7413,509364.4192,136117.50662,68693.86298,150580.24425,133097.824965,66412.60867,41504.16530200001,143704.45622,18874.362111,31848.459444000004,144428.52294
PLAT.PREP.CONSERVA,569600.67,114997.1716,18494.04217,11655.23358,64998.02919999999,15738.3267,99993.4585,91756.7665,24753.01612,10404.78039,24674.84605,15805.206975,11132.72499,5384.303841999999,29052.68568,4357.147223,5293.51039,21109.42257
